2000-1-1-0-0-0,0.000976563,0.176035,0.000428354
2000-1-1-0-0-1,0.000976563,0.176055,0.000438474
2000-1-1-0-0-2,0.000976563,0.176113,0.000462605
2000-1-1-0-0-2,0.000976563,0.175957,0.000375182
2000-1-1-0-0-3,0.00292969,0.17584,0.000410155
2000-1-1-0-0-3,0.000976563,0.176406,0.000468749
2000-1-1-0-0-4,0.000976563,0.175879,0.000292968
2000-1-1-0-0-4,0.000976563,0.176133,0.00046875
2000-1-1-0-0-5,0.000976563,0.17623,0.000486716
2000-1-1-0-0-6,0.000976563,0.176406,0.000468749
2000-1-1-0-1-3,0.00195313,0.176777,0.000238408
2000-1-1-0-1-4,0.000976563,0.17627,0.000488281
2000-1-1-0-1-4,0.00292969,0.175957,0.000505175
2000-1-1-0-1-5,0.00390625,0.176133,0.000799588
2000-1-1-0-1-5,0.00292969,0.175996,0.000626523
2000-1-1-0-1-6,0.000976563,0.176113,0.000462605
2000-1-1-0-1-6,0.000976563,0.175918,0.000338854
2000-1-1-0-1-7,0.000976563,0.17625,0.00048789
2000-1-1-0-1-8,0.000976563,0.175996,0.000404536
2000-1-1-0-1-8,0.00292969,0.175059,0.000972843
2000-1-1-0-2-6,0.00292969,0.175937,0.000492559
2000-1-1-0-2-6,0.00195313,0.176602,0.00045218
2000-1-1-0-2-7,0.000976563,0.176602,0.000358013
2000-1-1-0-2-8,0.000976563,0.176484,0.000438475
2000-1-1-0-2-8,0.000976563,0.175918,0.000338854
2000-1-1-0-2-9,0.000976563,0.176309,0.000486716
2000-1-1-0-2-9,0.00390625,0.176348,0.000650422
2000-1-1-0-2-10,0.101563,0.177188,0.0178443
2000-1-1-0-2-10,0.00292969,0.175762,0.000457632
2000-1-1-0-2-11,0.000976563,0.176191,0.00048199
2000-1-1-0-3-9,0.00292969,0.175801,0.000690257
2000-1-1-0-3-9,0.00292969,0.176055,0.000648953
2000-1-1-0-3-10,0.00292969,0.17627,0.00059402
2000-1-1-0-3-10,0.000976563,0.176309,0.000486716
2000-1-1-0-3-11,0.00390625,0.17625,0.000710678
2000-1-1-0-3-11,0.00195313,0.176406,0.000507811
2000-1-1-0-3-12,0.00195313,0.176543,0.000449218
2000-1-1-0-3-13,0.00195313,0.176484,0.000480007
2000-1-1-0-3-13,0.000976563,0.176328,0.000484752
2000-1-1-0-3-14,0.000976563,0.17627,0.000488281
2000-1-1-0-4-11,0.00683594,0.175977,0.00140842
2000-1-1-0-4-12,0.00488281,0.176074,0.00117594
2000-1-1-0-4-13,0.00292969,0.177422,0.000660605
2000-1-1-0-4-13,0.00390625,0.176055,0.000916926
2000-1-1-0-4-14,0.000976563,0.176504,0.000428353
2000-1-1-0-4-14,0.00195313,0.172168,0.000560992
2000-1-1-0-4-15,0.00390625,0.176387,0.00064453
2000-1-1-0-4-15,0.00195313,0.176855,0.000352104
2000-1-1-0-4-16,0.000976563,0.176113,0.000462605
2000-1-1-0-4-17,0.00292969,0.175801,0.000497567
2000-1-1-0-5-14,0.00292969,0.176914,0.000658291
2000-1-1-0-5-15,0.00292969,0.175293,0.000878906
2000-1-1-0-5-15,0.00292969,0.167891,0.000672056
2000-1-1-0-5-16,0.000976563,0.177148,0.000478415
2000-1-1-0-5-17,0.00195313,0.17668,0.000382732
2000-1-1-0-5-17,0.00195313,0.176562,0.000516748
2000-1-1-0-5-18,0.00292969,0.181133,0.000593698
2000-1-1-0-5-18,0.00195313,0.17752,0.000712019
2000-1-1-0-5-19,0.00292969,0.176875,0.000747308
2000-1-1-0-5-19,0.00488281,0.175527,0.00121675
2000-1-1-0-6-17,0.000976563,0.176602,0.000358013
2000-1-1-0-6-18,0.000976563,0.176523,0.000417073
2000-1-1-0-6-18,0.000976563,0.176602,0.000358013
2000-1-1-0-6-19,0.000976563,0.176543,0.000404536
2000-1-1-0-6-19,0.000976563,0.176582,0.000375182
2000-1-1-0-6-20,0.000976563,0.176504,0.000428353
2000-1-1-0-6-20,0.000976563,0.176699,0.00023192
2000-1-1-0-6-21,0.000976563,0.176621,0.000338854
2000-1-1-0-6-22,0.000976563,0.176406,0.000468749
2000-1-1-0-6-22,0.000976563,0.176621,0.000338854
2000-1-1-0-7-20,0.00488281,0.176797,0.0012191
2000-1-1-0-7-20,0.000976563,0.176211,0.000484752
2000-1-1-0-7-21,0.000976563,0.176309,0.000486716
2000-1-1-0-7-22,0.00390625,0.175566,0.00105703
2000-1-1-0-7-22,0.00195313,0.176621,0.000437168
2000-1-1-0-7-23,0.00390625,0.176504,0.000824255
2000-1-1-0-7-23,0.00195313,0.176777,0.000601675
2000-1-1-0-7-24,0.00488281,0.17502,0.00120857
2000-1-1-0-7-24,0.00390625,0.17582,0.00103275
2000-1-1-0-7-25,0.00195313,0.176816,0.000630165
2000-1-1-0-8-23,0,0.176758,0
2000-1-1-0-8-23,0.000976563,0.176602,0.000358013
2000-1-1-0-8-24,0.000976563,0.176484,0.000438474
2000-1-1-0-8-24,0.000976563,0.176621,0.000338854
2000-1-1-0-8-25,0.000976563,0.176504,0.000428353
2000-1-1-0-8-26,0.000976563,0.176719,0.000191366
2000-1-1-0-8-26,0.000976563,0.176738,0.000136719
2000-1-1-0-8-27,0.000976563,0.176719,0.000191366
2000-1-1-0-8-27,0,0.176758,0
2000-1-1-0-8-28,0.000976563,0.176738,0.000136719
2000-1-1-0-9-26,0.000976563,0.176621,0.000338854
2000-1-1-0-9-26,0.000976563,0.176738,0.000136719
2000-1-1-0-9-27,0.000976563,0.176699,0.00023192
2000-1-1-0-9-27,0.000976563,0.176738,0.000136719
2000-1-1-0-9-28,0.000976563,0.176641,0.000317345
2000-1-1-0-9-28,0.000976563,0.17666,0.000292967
2000-1-1-0-9-29,0.000976563,0.17668,0.000264934
2000-1-1-0-9-30,0.000976563,0.17666,0.000292968
2000-1-1-0-9-30,0.000976563,0.17668,0.000264934
2000-1-1-0-9-31,0.000976563,0.17668,0.000264934
2000-1-1-0-10-29,0.000976563,0.176562,0.000390625
2000-1-1-0-10-29,0.000976563,0.176621,0.000338854
2000-1-1-0-10-30,0.000976563,0.176738,0.000136719
2000-1-1-0-10-30,0.000976563,0.176289,0.000487889
2000-1-1-0-10-31,0.000976563,0.176699,0.00023192
2000-1-1-0-10-31,0.000976563,0.17668,0.000264934
2000-1-1-0-10-32,0,0.176758,0
2000-1-1-0-10-32,0.000976563,0.176641,0.000317345
2000-1-1-0-10-33,0.000976563,0.176719,0.000191366
2000-1-1-0-10-34,0.000976563,0.176719,0.000191366
2000-1-1-0-11-31,0.000976563,0.176699,0.000231921
2000-1-1-0-11-32,0.000976563,0.176035,0.000428353
2000-1-1-0-11-33,0,0.176758,0
2000-1-1-0-11-33,0.000976563,0.17666,0.000292968
2000-1-1-0-11-34,0.000976563,0.176445,0.000455542
2000-1-1-0-11-34,0.000976563,0.176602,0.000358013
2000-1-1-0-11-35,0.000976563,0.176641,0.000317345
2000-1-1-0-11-35,0.000976563,0.17625,0.00048789
2000-1-1-0-11-36,0.000976563,0.176738,0.000136719
2000-1-1-0-11-36,0.000976563,0.176602,0.000358013
2000-1-1-0-12-34,0.000976563,0.176211,0.000484752
2000-1-1-0-12-35,0,0.176758,0
2000-1-1-0-12-35,0.000976563,0.176641,0.000317345
2000-1-1-0-12-36,0.000976563,0.17623,0.000486716
2000-1-1-0-12-36,0,0.176758,0
2000-1-1-0-12-37,0.000976563,0.176328,0.000484752
2000-1-1-0-12-38,0.000976563,0.176582,0.000375182
2000-1-1-0-12-38,0,0.176758,0
2000-1-1-0-12-39,0.000976563,0.176699,0.00023192
2000-1-1-0-12-39,0.000976563,0.176582,0.000375182
2000-1-1-0-13-36,0.000976563,0.176504,0.000428353
2000-1-1-0-13-37,0,0.176758,0
2000-1-1-0-13-37,0.000976563,0.176621,0.000338854
2000-1-1-0-13-38,0.000976563,0.176328,0.000484752
2000-1-1-0-13-39,0.000976563,0.176543,0.000404536
2000-1-1-0-13-39,0.000976563,0.176699,0.00023192
2000-1-1-0-13-40,0.000976563,0.176367,0.000478415
2000-1-1-0-13-40,0.000976563,0.176543,0.000404536
2000-1-1-0-13-41,0.000976563,0.17668,0.000264934
2000-1-1-0-13-41,0.000976563,0.176777,0.000136718
2000-1-1-0-14-38,0.000976563,0.176289,0.000487889
2000-1-1-0-14-39,0.00292969,0.176309,0.000592733
2000-1-1-0-14-40,0.00292969,0.176113,0.000573101
2000-1-1-0-14-40,0.00292969,0.176328,0.000591121
2000-1-1-0-14-41,0.00292969,0.176211,0.000591121
2000-1-1-0-14-41,0.00390625,0.176113,0.000693565
2000-1-1-0-14-42,0.00292969,0.175977,0.000851346
2000-1-1-0-14-42,0.00390625,0.176348,0.000620405
2000-1-1-0-14-43,0.00390625,0.176406,0.000640671
2000-1-1-0-14-43,0.00390625,0.176172,0.000781249
2000-1-1-0-15-40,0.000976563,0.17627,0.000488281
2000-1-1-0-15-41,0.000976563,0.176309,0.000486716
2000-1-1-0-15-42,0.000976563,0.176328,0.000484752
2000-1-1-0-15-42,0.00292969,0.175996,0.000527343
2000-1-1-0-15-43,0.000976563,0.176211,0.000484752
2000-1-1-0-15-43,0.00390625,0.176191,0.000706642
2000-1-1-0-15-44,0.000976563,0.17623,0.000486716
2000-1-1-0-15-44,0.00195313,0.176602,0.000492558
2000-1-1-0-15-45,0.000976563,0.176348,0.00048199
2000-1-1-0-15-45,0.000976563,0.176152,0.000474009
2000-1-1-0-16-42,0.00585938,0.176152,0.00120224
2000-1-1-0-16-43,0.00195313,0.176543,0.00065626
2000-1-1-0-16-44,0.00390625,0.175781,0.00115548
